Temp,Vacuum,Pressure,Plant,Humidity,Energy,TempDiff,PressureDiff,RHSquared,Testing Type,Place,PowerPerFuel,TempVacuum
24.78,68.94,1007.29,Amrita Energy Systems,70.56,435.93,-44.16,938.3499999999999,4978.7136,Development Phase,Coimbatore,0.255178556501741,1708.3332
26.9,,1017.47,Amrita Energy Systems,75.58,434.18,-51.050000000000004,,5712.3364,Development Phase,Coimbatore,0.20706248166897567,2096.855
21.47,50.12,1009.19,Amrita Energy Systems,93.68,448.11,-28.65,959.07,8775.942400000002,Development Phase,Coimbatore,0.41642953976130326,1076.0764
20.68sfes#,68.61,1011.2,,84.81n,446.33,-47.93,942.59,7192.7361,Development Phase,Coimbatore,0.3145705959482253,1418.8548
15.54,41.23,995.45,Amrita Energy Systems,83.73,463.06,-25.689999999999998,954.22,7010.7129,Development Phase,Coimbatore,,640.7141999999999
,61.27,1019.69,Amrita Energy Systems,73.67u,454.03,-42.64,958.4200000000001,5427.2689,Development Phase,Coimbatore,0.39776247982737195,1141.4601
29.87,73.91,1004.53,Amrita Energy Systems,74.3,431.8,-44.03999999999999,930.62,5520.49,Development Phase,Coimbatore,0.19558890401227674,2207.6917
17.54,44.58,1016.56&,Amrita Energy Systems,79.0,465.51,-27.04,971.9799999999999,6241.0,Development Phase,Coimbatore,0.5953321843860832,781.9331999999999
5.53,35.79iin,1011.19,Amrita Energy Systems,94.01,484.64,-30.259999999999998,975.4000000000001,8837.8801,Development Phase,Coimbatore,,197.9187
12.68,,1016.07,Amrita Energy Systems,86.89av,471.8,-31.020000000000003,972.37,7549.8721000000005,Development Phase,Coimbatore,0.8514462675685236,
11.7,41.16,1017.98,,95.71,462.94,-29.459999999999997,,9160.404099999998,Development Phase,Coimbatore,0.9613100429426961,481.57199999999995
23.83,64.15,1020.93,Amrita Energy Systems,63.86,447.95,-40.32000000000001,956.78,4078.0996,Development Phase,Coimbatore,0.29302780902266606,
21.59,66.54,1004.88,Amrita Energy Systems,90.54,441.71,-44.95,938.34,,Development Phase,Coimbatore,0.3074693237206273,1436.5986IsSI
,44.63,1020.55,Amrita Energy Systems,88.62,471.78,-34.32,975.92,7853.504400000001,Development Phase,Coimbatore,1.0253071216227052,460.13530000000003
14.54,42.99,1009.27,Amrita Energy Systems,90.88,468.93,-28.450000000000003,,8259.1744,Development Phase,Coimbatore,0.7501984563122546,
34.11,,1006.77,Amrita Energy Systems,45.92,432.78,-39.45,,2108.6464,Development Phase,Coimbatore,0.17248198540084544,2509.1316
18.8,,1016.56,Amrita Energy Systems,31.29nex,459.85,-25.91,971.8499999999999,979.0640999999999,Development Phase,Coimbatore,0.5470835692905105,840.548
25.94,60.75,1007.22,Amrita Energy Systems,64.76,439.46,-34.81,946.47,4193.8576,Development Phase,Coimbatore,0.27887083519740075,1575.855
9.26,41.66,1016.87,Amrita Energy Systems,73.32,483.51,-32.4#HHj,975.21,5375.822399999999,Development Phase,Coimbatore,,385.7716s
20.34,46.63,1013.16,Amrita Energy Systems,79.08,453.62,-26.290000000000003,966.53,6253.6464,Development Phase,Coimbatore,0.4782729624688256,948.4542
,40.73,1018.7,Amrita Energy Systems,93.88,461.03,-27.279999999999998,977.97,8813.454399999999,Development Phase,Coimbatore,0.8415743535495789,547.8185
24.19,65.48,1018.8,Amrita Energy Systems,60.54,443.92,-41.290000000000006,953.3199999999999,3665.0915999999997,Development Phase,Coimbatore,0.2802593901921335,1583.9612000000002
9.43,43.69,1017.28,Amrita Energy Systems,91.8,478.48,-34.26,973.5899999999999,8427.24!%,Development Phase,Coimbatore,1.1613685255245978,
11.71,41.44,1015.37,Amrita Energy Systems,79.95,474.22,-29.729999999999997#HHfa,973.9300000000001,6392.0025000000005$####,Development Phase,Coimbatore,0.9772444763905055,485.2624
26.64^%b%@,62.44,1011.81,Amrita Energy Systems,72.46,438.67,-35.8,949.3699999999999,5250.451599999999,Development Phase,Coimbatore,0.2637186353554067,1663.4016oooe
24.54,,1013.02,Amrita Energy Systems,55.18,443.67,-23.520000000000003,964.96HI#,3044.8324,Development Phase,Coimbatore,0.376185228936527,1179.3924
8.53,43.14,1012.25,Amrita Energy Systems,78.88,480.08,-34.61H#uf,969.11,6222.054399999999,Development Phase,Coimbatore,1.304621231020245,367.9842
28.66,74.93,1014.04,Amrita Energy Systems,51.26,440.79,-46.27000000000001,,2627.5876,Development Phase,Coimbatore,0.20525786849768785,2147.4938
28.7,71.64,1007.11,Amrita Energy Systems,69.85hot,436.58,-42.94,935.47,4879.022499999999,Development Phase,Coimbatore,0.21233733514650296,2056.0679999999998Eo
7.51,41.01,1024.61,Amrita Energy Systems,97.41,477.61,-33.5,983.5999999999999,9488.7081#%!#,Development Phase,Coimbatore,1.5507568385613462,307.9851sn
25.57,62.96nie,1019.92,Amrita Energy Systems,58.34,444.81,-37.39,956.9599999999999,3403.5556000000006#,Development Phase,Coimbatore,0.2762988611872931,1609.8872000000001
31.74,67.32,1013.69,,36.59,436.17,-35.58,946.3700000000001,1338.8281000000002,Development Phase,Coimbatore,0.204129025156491,2136.7367999999997
,40.55,1006.48,Amrita Energy Systems,96.16,474.8,-28.869999999999997,965.9300000000001,9246.7456,Development Phase,Coimbatore,1.0024829822813035,
7.06,41.74,1021.95,Amrita Energy Systems,90.38,448.97,-34.68,980.21,,Development Phase,Coimbatore,1.52356215666659,294.6844
28.57,69.34,1007.98,Amrita Energy Systems,65.55ne,439.46,-40.77,938.64@I,4296.8025,Development Phase,Coimbatore,0.22183255110260558,1981.0438000000001
28.14,61.47,1009.69,,64.66,435.35,-33.33,948.22,4180.915599999999,Development Phase,Coimbatore,0.2516814704048375,1729.7658
13.79,45.08,1025.02,,84.36,469.55,-31.29,979.9399999999999,7116.6096,Development Phase,Coimbatore,0.7553246729848733,621.6532
14.68,43.99,1023.36,Amrita Energy Systems,86.79,461.91,-29.310000000000002,979.37,7532.504100000001,Development Phase,Coimbatore,0.7152820835550314,645.7732
27.33,51.43,1006.18,Amrita Energy Systems,67.6,439.12,-24.1,,4569.759999999999,Development Phase,Coimbatore,0.31241153574900193,1405.5819
,40.67,1017.13,Amrita Energy Systems,66.12,483.27,-30.04,976.46,4371.8544,Development Phase,Coimbatore,1.1178470866976264,
11.02,44.58,1016.4,Amrita Energy Systems,83.57fvz,481.85,-33.56,971.8199999999999,6983.944899999999,Development Phase,Coimbatore,0.9808220137292692,491.2716
17.18,63.09,1020.67,Amrita Energy Systems,93.58,451.37,-45.910000000000004,957.5799999999999,8757.2164,Development Phase,Coimbatore,0.4164367071008008,1083.8862000000001
,,1011.42,Amrita Energy Systems,76.94iwb,431.29,-46.25,938.25,5919.763599999999,Development Phase,Coimbatore,0.218958232177666,1969.7364000000002
21.69,,1005.84,Amrita Energy Systems,71.53,447.88,-22.88,,5116.5409,Development Phase,Coimbatore,0.46329699511742395,966.7233000000001
25.31,65.59,1011.16,Amrita Energy Systems,79.71,440.96,-40.28,945.5699999999999,6353.684099999999,Development Phase,Coimbatore,0.26562528895394316,1660.0829
,,1016.05,Amrita Energy Systems,82.92,472.68,-28.060000000000002,975.3,6875.7264000000005,Development Phase,Coimbatore,0.9140669190271071,
22.98,69.84,1005.55,,84.1,437.49,-46.86,935.7099999999999,7072.8099999999995,Development Phase,Coimbatore,0.2725924829300243,1604.9232000000002
16.09,50.59,1015.69,Amrita Energy Systems,84.41,463.64,-34.5,965.1,7125.048099999999,Development Phase,Coimbatore,,813.9931
14.8,40.2,1012.87,Amrita Energy Systems,88.35ko,466.27,-25.400000000000002Huou,972.67I#!H,,Development Phase,Coimbatore,0.78369974452064,594.96
31.23va,72.58oes,1006.61,Amrita Energy Systems,60.8,427.58,-41.349999999999994,934.03,3696.64,Development Phase,Coimbatore,,2266.6734
17.31,58.49,1011.8,Amrita Energy Systems,92.77gfsk,456.84,-41.18000000000001,953.31,8606.2729,Development Phase,Coimbatore,0.45121697912780717,1012.4619
20.06,44.9innee,1008.79,Amrita Energy Systems,70.06,448.51,-24.84,963.89,,Development Phase,Coimbatore,0.497960461599611,
23.45,45.61,1012.84,Amrita Energy Systems,73.42,454.92,-22.16,967.23,,Development Phase,Coimbatore,0.42533596932180645,1069.5545
15.62,35.4,1016.19,Amrita Energy Systems,53.95,467.95,-19.78,980.7900000000001,2910.6025000000004,Development Phase,Coimbatore,0.8462821097101355,552.948
,39.42,1024.93,Amrita Energy Systems,74.77,475.55,-31.810000000000002,985.5100000000001,5590.5529#,Development Phase,Coimbatore,1.5852395876877001,299.98620000000005
27.99,71.58,1010.68^#,Amrita Energy Systems,68.99,435.99,-43.59,939.0999999999999,4759.620099999999,Development Phase,Coimbatore,0.21761154669357127,2003.5241999999998
17.9,43.72,1008.64,,74.73,452.55,-25.82,964.92H,5584.572900000001,Development Phase,Coimbatore,0.5782736254580955,782.588
31.98nni@,73.42,1010.66,Amrita Energy Systems,60.06,432.2,-41.44,937.24,,Development Phase,Coimbatore,0.18407377670155803,
14.65f,39.28,1014.04,Amrita Energy Systems,77.98,470.41,-24.630000000000003,974.76,6080.880400000001,Development Phase,Coimbatore,0.8174617518055373,575.452
,43.02,1012.11,Amrita Energy Systems,45.56,468.19,-28.090000000000003,,2075.7136,Development Phase,Coimbatore,0.7289402302952286,642.2886000000001
,64.45,1009.03,Amrita Energy Systems,61.77pvny,452.33,-44.25Hu,944.5799999999999IH@#$,3815.5329000000006,Development Phase,Coimbatore,0.3474410280438439,1301.89
16.66,41.16,1007.37,Amrita Energy Systems,76.82,463.39,-24.499999999999996,,5901.312399999999,Development Phase,Coimbatore,0.6757659331954357,685.7256
31.38,68.27,1006.79,Amrita Energy Systems,52.79,426.67,-36.89,938.52,2786.7841,Development Phase,Coimbatore,0.19916327803888192,2142.3125999999997iieso
,46.48,1007.19#$!#!,Amrita Energy Systems,79.23,450.74,-27.749999999999996,,6277.392900000001,Development Phase,Coimbatore,0.5177524988214623,870.5704
16.82ofh@,47.45,1010.19,Amrita Energy Systems,88.48,449.57,-30.630000000000003,962.74,7828.710400000001,Development Phase,Coimbatore,,798.109
18.87@,67.71,1004.0,Amrita Energy Systems,87.35,444.77,-48.83999999999999,936.29,7630.022499999999,Development Phase,Coimbatore,0.34810540948308416,1277.6877
26.39,71.25,999.8,Amrita Energy Systems,89.12,430.34,-44.86,928.55,7942.374400000001,Development Phase,Coimbatore,0.22886925536653302,1880.2875000000001
25.13,57.69,1007.43,,78.43,437.8,-32.56,949.74,6151.264900000001,Development Phase,Coimbatore,0.30198316302462425,
,,1009.32,Amrita Energy Systems,55.25,438.19,-45.06,934.5400000000001,3052.5625#%!#,Development Phase,Coimbatore,0.1971642614657549,2222.4616Oeeen
22.15,43.77,1010.81,,60.08,448.46,-21.620000000000005,967.04,,Development Phase,Coimbatore,0.4625657100449662,
7.89,71.14,1018.4,Amrita Energy Systems,86.49,474.66,-63.25,,7480.520099999999,Development Phase,Coimbatore,0.845652176236864,561.2946
9.06,36.3,1015.14,Amrita Energy Systems,58.71,477.38,-27.239999999999995,,3446.8641000000002,Development Phase,Coimbatore,1.4515413010295612,328.878
28.5,64.84,1011.47,Amrita Energy Systems,54.41,441.74,-36.34jHH,946.63,,Development Phase,Coimbatore,,1847.94
24.93,69.05,1001.02,Amrita Energy Systems,85.14,429.53,-44.12jHj,931.97,7248.8196,Development Phase,Coimbatore,0.24952125182952528,1721.4164999999998
26.08,76.86,1003.3,Amrita Energy Systems,79.49,436.85,-50.78,926.4399999999999,6318.660099999999$#,Development Phase,Coimbatore,0.21793369028861337,2004.5087999999998
8.37e$iss,39.99,1010.36,Amrita Energy Systems,93.26,482.31,-31.620000000000005#eff$,970.37,8697.4276,Development Phase,Coimbatore,1.440951635758402,334.7163
31.0,71.77,1006.29,Amrita Energy Systems,48.56,431.07,-40.769999999999996,934.52,2358.0736,Development Phase,Coimbatore,0.1937506461051657,2224.87
21.92,48.14,1013.44,Amrita Energy Systems,67.8,449.65,-26.22HHHa,965.3000000000001#$IH,4596.839999999999,Development Phase,Coimbatore,0.42611611813475897,1055.2288
32.44,,1014.83,Amrita Energy Systems,50.69,434.97,-45.510000000000005,936.88,2569.4761###,Development Phase,Coimbatore,0.17201342350885715,2528.698
14.44f,40.1,1015.51,Amrita Energy Systems,79.78,468.19,-25.660000000000004,975.41,6364.8484,Development Phase,Coimbatore,0.8085568626909182,
,58.41,1013.56,,70.84ityhs,443.74,-32.39999999999999,955.15,5018.305600000001#$#,Development Phase,Coimbatore,0.29207946241160326,1519.2441oOS
7.51,43.02,1014.35,Amrita Energy Systems,86.46,485.38,-35.510000000000005,971.33,,Development Phase,Coimbatore,1.5023514285307487,323.0802
10.96,45.01s,1017.97,Amrita Energy Systems,95.82,468.64,-34.05,972.96,,Development Phase,Coimbatore,0.9499916482468616,
20.91,,1017.25,Amrita Energy Systems,74.7,442.67,-38.230000000000004,958.11,5580.09,Development Phase,Coimbatore,0.35796843874265394,1236.6174
22.75,58.86,1016.0!&,Amrita Energy Systems,67.34,448.32,-36.11,957.14,4534.6756000000005,Development Phase,Coimbatore,0.33480077516774764,1339.065
14.14,39.59sse,1010.84,Amrita Energy Systems,96.02,465.23,-25.450000000000003,971.25,9219.8404,Development Phase,Coimbatore,,
3.68,,1011.31,Amrita Energy Systems,84.05,490.02,-35.96,971.67,7064.402499999999,Development Phase,Coimbatore,3.3591727723423856,
16.94,50.59,1018.75,Amrita Energy Systems,94.22,460.64,-33.650000000000006,,8877.4084$$$#,Development Phase,Coimbatore,0.5375063040070497,856.9946000000001
17.85,53.16,1013.05#&&!#,Amrita Energy Systems,82.72,456.49,-35.309999999999995,959.89,6842.5984,Development Phase,Coimbatore,,948.9060000000001nNeS
31.28,75.08,1005.39,Amrita Energy Systems,49.53,438.63,-43.8,930.31$!IH,2453.2209000000003,Development Phase,Coimbatore,,
23.7,70.04,1011.13,Amrita Energy Systems,84.16,436.28,-46.34,941.09,7082.905599999999,Development Phase,Coimbatore,0.26282751025935747,1659.948
10.25,37.14,1013.14,Amrita Energy Systems,70.73,474.37,-26.89,976.0,,Development Phase,Coimbatore,,
20.39,64.15,1021.31,Amrita Energy Systems,62.35b,457.37,-43.760000000000005,957.16,3887.5225,Development Phase,Coimbatore,0.34966630823646605,1308.0185000000001
19.25,43.43,1012.01,Amrita Energy Systems,73.26,451.08,-24.18,968.58,,Development Phase,Coimbatore,0.5395516295815628,836.0275
5.51,41.03,1022.28,,84.5,491.84,-35.52,981.25,7140.25,Development Phase,Coimbatore,2.1755583206126454,226.0753
25.23,66.44,1011.37,Amrita Energy Systems,51.3,438.28,-41.209999999999994,944.9300000000001,2631.6899999999996,Development Phase,Coimbatore,0.26145971212944463,
30.29,71.58,1010.01,Amrita Energy Systems,54.03,434.27,-41.29,938.43,2919.2409000000002%##!,Development Phase,Coimbatore,0.20029442501013073,2168.1582
30.13,,1010.99,Amrita Energy Systems,61.5,434.14,-47.92e,932.94,3782.25,Development Phase,Coimbatore,0.184611079939098,
17.65,59.87,1018.58,Amrita Energy Systems,94.65,450.93,-42.22,958.71,8958.622500000001,Development Phase,Coimbatore,0.42673195133364983,
13.83,40.78,1024.85,Amrita Energy Systems,73.08,458.85,-26.950000000000003,984.0699999999999,,Development Phase,Coimbatore,,
23.89,,1011.16,Amrita Energy Systems,84.9,433.71,-46.150000000000006,941.12,7208.010000000001,Development Phase,Coimbatore,0.2592012840118389,1673.2556000000002
16.57,53.82oiin,1015.17!&$#,Amrita Energy Systems,63.69,462.52,-37.25,961.3499999999999,4056.4161,Development Phase,Coimbatore,0.5186379776393157,891.7974
22.97,72.24,1011.15,Amrita Energy Systems,95.85,437.41,-49.269999999999996,938.91,,Development Phase,Coimbatore,0.2636027733222254,1659.3528
14.79,39.54,1007.25&,Amrita Energy Systems,82.54,469.23,-24.75,,,Development Phase,Coimbatore,,
18.31,42.23,1012.88!#!$^,Amrita Energy Systems,79.32,464.45,-23.919999999999998,970.65,6291.662399999999,Development Phase,Coimbatore,0.6006611475764109,
24.26,67.69,1008.48,Amrita Energy Systems,66.74,437.4,-43.42999999999999,940.79,4454.227599999999,Development Phase,Coimbatore,0.26635660338454353,1642.1594
14.69,35.71,1015.78,Amrita Energy Systems,57.34,467.39,-21.020000000000003,980.0699999999999,3287.8756000000003,Development Phase,Coimbatore,0.890979620073129,524.5799
22.2,44.05,1007.34,,75.13jthfe,445.32,-21.849999999999998,,5644.5169,Development Phase,Coimbatore,0.4553793293861399,977.9099999999999
,65.94,1012.02,Amrita Energy Systems,63.52d,448.66,-44.14,946.0799999999999HH#@H,4034.7904000000003,Development Phase,Coimbatore,0.31211304132475176,
24.39,71.85,1009.73&&,Amrita Energy Systems,72.24,438.2,-47.459999999999994,937.88,5218.6176,Development Phase,Coimbatore,0.2500539967125489,1752.4215
20.43,63.09,1016.46,Amrita Energy Systems,91.78,445.58,-42.660000000000004,953.37,8423.5684,Development Phase,Coimbatore,0.3456979427954393,1288.9287000000002I
11.73,40.64,1020.68,Amrita Energy Systems,96.98,477.06,-28.91,980.04,,Development Phase,Coimbatore,1.0007400769277242,476.7072
23.78,69.71,1008.79,Amrita Energy Systems,83.17,443.06,-45.92999999999999,939.0799999999999,6917.2489000000005,Development Phase,Coimbatore,,1657.7038
17.72,48.14,1013.26,Amrita Energy Systems,65.09,457.44,-30.42,965.12,4236.708100000001,Development Phase,Coimbatore,0.5362463319456702,853.0408
31.24,72.39,999.47,Amrita Energy Systems,68.17t,430.7,-41.150000000000006,927.08,,Development Phase,Coimbatore,0.19045188257728313,
23.58,49.3,1003.8,Amrita Energy Systems,74.62,440.44,-25.72,954.5,5568.144400000001,Development Phase,Coimbatore,0.3788750737638216,1162.494
14.77,,1010.92$!$,Amrita Energy Systems,69.81,461.52,-33.290000000000006,962.8599999999999,4873.4361,Development Phase,Coimbatore,0.6501690084415468,
25.85,75.08,1006.24,Amrita Energy Systems,57.73,444.63,-49.23,931.16,,Development Phase,Coimbatore,0.22909412423009268,1940.818
,39.9,1007.75,Amrita Energy Systems,86.55,486.03,-33.5,967.85,7490.902499999999,Development Phase,Coimbatore,1.903312969924812,255.36
13.51,,1011.03,,84.83,471.99,-27.380000000000003,970.14,7196.1289,Development Phase,Coimbatore,0.8543982257103648,552.4239So
12.72,39.13,1008.36,,92.59,467.28,-26.410000000000004,969.23,8572.9081,Development Phase,Coimbatore,,497.7336000000001
22.61,45.38,1013.92,Amrita Energy Systems,62.91,459.53,-22.770000000000003Hoj,,,Development Phase,Coimbatore,,1026.0418
21.39,63.9,1013.44,,70.95,449.38,-42.51,,5033.9025,Development Phase,Coimbatore,0.3287775063450152,1366.821
17.54,42.42,1008.97,Amrita Energy Systems,67.67,471.28,-24.880000000000003,966.5500000000001,4579.2289,Development Phase,Coimbatore,0.6334010172478398,744.0468
19.74,45.38ni,1015.11,Amrita Energy Systems,80.67,459.39,-25.640000000000004,969.73,6507.6489,Development Phase,Coimbatore,0.5128258368039694,895.8012
29.12,74.87,1009.85,Amrita Energy Systems,62.51,435.51,-45.75,934.98,3907.5000999999997,Development Phase,Coimbatore,0.1997555836710371,2180.2144000000003
28.02,71.77,1006.5,Amrita Energy Systems,72.41,428.58,-43.75,934.73,,Development Phase,Coimbatore,0.21311833930599744,2010.9953999999998
31.16,64.96,1001.71,Amrita Energy Systems,44.85,425.82,-33.8,936.75###,,Development Phase,Coimbatore,0.210369410700848,2024.1535999999999
15.24evf@!,48.6,1007.08,Amrita Energy Systems,86.49ufqp,459.85,-33.36#uoHu,958.48,7480.520099999999,Development Phase,Coimbatore,0.6208618212846851,740.664
19.69fcnns,57.32,1012.41,Amrita Energy Systems,75.51,449.59,-37.629999999999995,955.0899999999999H,5701.7601,Development Phase,Coimbatore,0.398349929844197,1128.6308000000001
12.82,43.5,1022.38,,84.32,471.41,-30.68,978.88,7109.862399999999,Development Phase,Coimbatore,0.8453207093800994,
15.57sckn,44.68isnn,1022.01,Amrita Energy Systems,90.02,460.91,-29.11,977.33,8103.600399999999,Development Phase,Coimbatore,,
10.65,41.78ein,1013.66,Amrita Energy Systems,70.04vfkd,474.27,-31.130000000000003,971.88,4905.601600000001,Development Phase,Coimbatore,1.0658782758783432,444.95700000000005
6.45,35.77,1018.86,Amrita Energy Systems,67.84,483.12,-29.320000000000004,983.09,4602.265600000001,Development Phase,Coimbatore,2.093998478652372,
21.4,68.28,1008.2,Amrita Energy Systems,60.34,450.22,-46.88,939.9200000000001,3640.9156000000003,Development Phase,Coimbatore,0.30811830341255636,1461.192
23.82,60.32,1016.61!&!!,Amrita Energy Systems,75.29,445.0,-36.5,956.29,5668.584100000001,Development Phase,Coimbatore,0.3097112071749438,1436.8224
,39.96,1023.41^&^,Amrita Energy Systems,88.86,477.05,-31.82,983.4499999999999,,Development Phase,Coimbatore,1.4666078855268043,325.2744
9.03,37.14,1012.79,Amrita Energy Systems,76.27,478.95,-28.11,975.65,,Development Phase,Coimbatore,,335.3742siseO
19.61,56.65,1020.64,Amrita Energy Systems,63.74,457.41,-37.04,963.99I,4062.7876,Development Phase,Coimbatore,0.4117448228091203,1110.9065
28.24,65.74,1013.4,,64.87,438.47,-37.5,947.66,,Development Phase,Coimbatore,,
14.22,40.83,1009.2,Amrita Energy Systems,81.32,469.75,-26.61,968.37,6612.942399999999,Development Phase,Coimbatore,,
10.44,39.04,1023.99,Amrita Energy Systems,85.03,480.34,-28.6,984.95,7230.1009,Development Phase,Coimbatore,1.1785240405753408,407.57759999999996
34.14,74.34,1000.19,Amrita Energy Systems,43.56,434.23,-40.2,925.85,1897.4736000000003,Development Phase,Coimbatore,,2537.9676
26.13,71.64,1004.16,Amrita Energy Systems,87.18,439.73,-45.510000000000005,932.52,,Development Phase,Coimbatore,0.23490437688292637,
12.0,,1019.48,Amrita Energy Systems,58.71,474.4,-29.17,,3446.8641000000002,Development Phase,Coimbatore,,494.04
31.18hc,74.34,1003.81,Amrita Energy Systems,63.59,434.15,-43.160000000000004,929.4699999999999,,Development Phase,Coimbatore,0.187301449246851,2317.9212
25.39,70.36,1006.76,,73.62meff,436.5,-44.97,936.4,5419.9044,Development Phase,Coimbatore,0.2443406452294742,1786.4404
33.37,71.37,1003.75,Amrita Energy Systems,45.26,432.67,-38.00000000000001,932.38,2048.4676,Development Phase,Coimbatore,0.18167069607206768,
5.21f$,35.79,1012.44,Amrita Energy Systems,94.35,485.17,-30.58,,,Development Phase,Coimbatore,2.601923461608798,186.4659inn
,50.78,1008.68,Amrita Energy Systems,85.28,445.17,-29.470000000000002,957.9,7272.6784,Development Phase,Coimbatore,0.4113862228817496,1082.1218
,75.23,1011.12,Amrita Energy Systems,55.01,441.78,-46.830000000000005,935.89,3026.1000999999997,Development Phase,Coimbatore,0.20677434271988435,2136.532
13.43,40.1eo,1015.82&,Amrita Energy Systems,87.9,471.77,-26.67,975.72#II,7726.410000000001,Development Phase,Coimbatore,0.876011757649807,538.543
26.13,57.32,1012.27,Amrita Energy Systems,45.78,441.6,-31.19,954.9499999999999,2095.8084,Development Phase,Coimbatore,0.2948380113496611,1497.7716
30.47,77.3soei,1002.13,Amrita Energy Systems,63.7,434.68,-46.83,,4057.6900000000005,Development Phase,Coimbatore,0.18455155559876726,2355.3309999999997
21.14,,1009.05,Amrita Energy Systems,94.36,448.31,-37.839999999999996,950.0699999999999,,Development Phase,Coimbatore,0.35955776744550133,1246.8372
24.92,73.68,1015.12,Amrita Energy Systems,93.68,438.23,-48.760000000000005,941.44,,Development Phase,Coimbatore,0.23867363620044507,1836.1056000000003
12.57ffb,41.79,1014.99^,Amrita Energy Systems,87.8,461.88,-29.22,973.2,7708.839999999999%#%%#,Development Phase,Coimbatore,0.8792684869968663,525.3003
18.31bc,46.21,1010.46,Amrita Energy Systems,82.15,451.75,-27.900000000000002,964.25,6748.622500000001,Development Phase,Coimbatore,0.5339171221163895,846.1051
23.48,49.16,1002.7,Amrita Energy Systems,70.22,445.72,-25.679999999999996,953.5400000000001,4930.8484,Development Phase,Coimbatore,0.3861465464782798,1154.2767999999999
19.05cbh%,53.16,1013.22^&#,Amrita Energy Systems,82.8,455.76,-34.11,960.0600000000001H!!,6855.839999999999,Development Phase,Coimbatore,0.45004532446988144,1012.698
17.47,43.56,1014.15!&!!!,Amrita Energy Systems,54.71,460.87,-26.090000000000003,,2993.1841,Development Phase,Coimbatore,0.6056164496607854,760.9932
26.13,,1002.12,Amrita Energy Systems,92.02,435.34,-47.08,928.91,,Development Phase,Coimbatore,0.2275719633473957,1912.9772999999998
,49.21,1015.08,Amrita Energy Systems,75.8,457.7,-33.42,965.87,5745.639999999999,Development Phase,Coimbatore,,
6.8jr@iv,41.16,1023.17,Amrita Energy Systems,95.4ybttq,477.8,-34.36,982.01,9101.160000000002,Development Phase,Coimbatore,1.7071114159949696,279.888I
28.98#bf,62.66iei,1009.1,Amrita Energy Systems,52.62,438.45,-33.67999999999999,946.44,,Development Phase,Coimbatore,0.2414522755493349,
,39.4eoe,1008.02,Amrita Energy Systems,76.45bgkj,468.63,-25.28,968.62,5844.602500000001,Development Phase,Coimbatore,,556.328
26.02,74.78,1010.04,Amrita Energy Systems,72.78,439.82,-48.760000000000005,935.26,5296.9284,Development Phase,Coimbatore,0.22603839826134114,1945.7756
19.97,50.78,1008.75,Amrita Energy Systems,92.7,446.57,-30.810000000000002,957.97,8593.29,Development Phase,Coimbatore,0.44037107256000185,
15.06,39.3,1019.63,Amrita Energy Systems,63.32,464.15,-24.239999999999995,980.33,4009.4224,Development Phase,Coimbatore,0.7842252702506345,591.858sSi
6.58h$!v^,43.02,1014.03,Amrita Energy Systems,84.95,488.22,-36.440000000000005,971.01,7216.5025000000005$$,Development Phase,Coimbatore,1.7247226496759123,283.07160000000005
,41.26,1020.65,,92.24,473.76,-30.799999999999997,979.39,8508.2176,Development Phase,Coimbatore,1.0977349253764541,431.5796
19.65,45.01,1014.18,Amrita Energy Systems,56.77,451.63,-25.36,969.17,3222.8329000000003,Development Phase,Coimbatore,0.5106357478943045,884.4464999999999
19.06,44.63,1004.23,Amrita Energy Systems,84.43,456.54,-25.570000000000004uHHfH,959.6,,Development Phase,Coimbatore,0.5366968562077044,850.6478
,,1004.21,Amrita Energy Systems,79.12xwxt,428.72,-44.77000000000001,933.4200000000001,6259.974400000001,Development Phase,Coimbatore,0.23275259916660324,
31.77,76.09,1007.4,Amrita Energy Systems,73.36uaf,431.69,-44.32000000000001,931.31,5381.6896,Development Phase,Coimbatore,,2417.3793
23.69,77.54,1009.32,Amrita Energy Systems,89.7,440.21,-53.85000000000001,931.7800000000001,8046.09,Development Phase,Coimbatore,0.23964537210223225,1836.9226000000003
28.3,59.27,1010.92,,61.83,445.19,-30.970000000000002,951.65,3822.9489,Development Phase,Coimbatore,,
23.62,56.85osese,1011.11!!,Amrita Energy Systems,64.44,442.96,-33.230000000000004,954.26,4152.513599999999,Development Phase,Coimbatore,0.32987860413748316,1342.797
18.9,60.07,1016.02,Amrita Energy Systems,71.38,451.5,-41.17,955.9499999999999,5095.104399999999,Development Phase,Coimbatore,0.39768418326766924,1135.3229999999999
28.86r^#,73.18,1012.46,Amrita Energy Systems,68.8,427.01,-44.32000000000001,939.28,4733.44#$%,Development Phase,Coimbatore,0.20218517758829319,2111.9748eiSI
19.98,56.53,1020.22^&!!#,Amrita Energy Systems,73.53,454.89,-36.55,963.69,5406.6609,Development Phase,Coimbatore,0.40274663483579104,1129.4694
24.13,48.98,1014.74,Amrita Energy Systems,40.13,460.38,-24.849999999999998,965.76,,Development Phase,Coimbatore,0.3895294932495262,1181.8873999999998
28.99,68.24,1008.75,Amrita Energy Systems,66.57,428.28,-39.25,,4431.564899999999,Development Phase,Coimbatore,0.21649135591486252,1978.2775999999997
